"future","playerID","firstName","lastName","name","team","logo","playerURL","caesars_odds","caesars_line","caesars_mult","caesars_winPct","caesars_win","caesars_odds_under","caesars_mult_under","caesars_win_under","draftkings_odds","draftkings_line","draftkings_mult","draftkings_winPct","draftkings_win","draftkings_odds_under","draftkings_mult_under","draftkings_win_under","fanduel_odds","fanduel_line","fanduel_mult","fanduel_winPct","fanduel_win","fanduel_odds_under","fanduel_mult_under","fanduel_win_under","hardrock_odds","hardrock_line","hardrock_mult","hardrock_winPct","hardrock_win","hardrock_odds_under","hardrock_mult_under","hardrock_win_under","mgm_odds","mgm_line","mgm_mult","mgm_winPct","mgm_win","mgm_odds_under","mgm_mult_under","mgm_win_under","betrivers_odds","betrivers_line","betrivers_mult","betrivers_winPct","betrivers_win","betrivers_odds_under","betrivers_mult_under","betrivers_win_under","espnbet_odds","espnbet_line","espnbet_mult","espnbet_winPct","espnbet_win","espnbet_odds_under","espnbet_mult_under","espnbet_win_under","best_oddsBook","best_odds","best_line","best_mult","best_winPct","best_win","date"
"Most Improved Player","5693","Shaedon","Sharpe","Shaedon Sharpe","POR","https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=7","/betting/nba/player/shaedon-sharpe-odds-5693","3500","0.0",35,"1.9","700.00",NA,NA,NA,"4000","0.0",40,"1.7","800.00",NA,NA,NA,"5000","0.0",50,"1.5","1,000.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"5000","0.0",50,"1.6","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","5000","0.0",50,NA,"1,000.00",2025-11-27
"Most Improved Player","6269","Kyshawn","George","Kyshawn George","WAS","https://content.rotowire.com/images/teamlogo/basketball/100WAS.png?v=7","/betting/nba/player/kyshawn-george-odds-6269","5500","0.0",55,"1.2","1,100.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"6000","0.0",60,"1.3","1,200.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","6000","0.0",60,NA,"1,200.00",2025-11-27
"Most Improved Player","5931","Amen","Thompson","Amen Thompson","HOU","https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7","/betting/nba/player/amen-thompson-odds-5931","5000","0.0",50,"1.3","1,000.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"6000","0.0",60,"1.3","1,200.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"5000","0.0",50,"1.6","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","6000","0.0",60,NA,"1,200.00",2025-11-27
"Most Improved Player","5960","Jaime","Jaquez","Jaime Jaquez","MIA","https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7","/betting/nba/player/jaime-jaquez-odds-5960","5000","0.0",50,"1.3","1,000.00",NA,NA,NA,"4000","0.0",40,"1.7","800.00",NA,NA,NA,"7500","0.0",75,"1.0","1,500.00",NA,NA,NA,"4000","0.0",40,"1.7","800.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","7500","0.0",75,NA,"1,500.00",2025-11-27
"Most Improved Player","6289","Ajay","Mitchell","Ajay Mitchell","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7","/betting/nba/player/ajay-mitchell-odds-6289","5000","0.0",50,"1.3","1,000.00",NA,NA,NA,"6000","0.0",60,"1.2","1,200.00",NA,NA,NA,"7500","0.0",75,"1.0","1,500.00",NA,NA,NA,"4000","0.0",40,"1.7","800.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","7500","0.0",75,NA,"1,500.00",2025-11-27
"Most Improved Player","6257","Reed","Sheppard","Reed Sheppard","HOU","https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7","/betting/nba/player/reed-sheppard-odds-6257","2500","0.0",25,"2.6","500.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"6000","0.0",60,"1.3","1,200.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"5500","0.0",55,"1.5","1,100.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","7500","0.0",75,NA,"1,500.00",2025-11-27
"Most Improved Player","6275","Kel'el","Ware","Kel'el Ware","MIA","https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7","/betting/nba/player/kelel-ware-odds-6275","5000","0.0",50,"1.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7500","0.0",75,"1.0","1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3000","0.0",30,"2.6","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","7500","0.0",75,NA,"1,500.00",2025-11-27
"Most Improved Player","5679","Andrew","Nembhard","Andrew Nembhard","IND","https://content.rotowire.com/images/teamlogo/basketball/100IND.png?v=7","/betting/nba/player/andrew-nembhard-odds-5679","7500","0.0",75,"0.9","1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7500","0.0",75,"1.0","1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8000","0.0",80,"1.0","1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","8000","0.0",80,NA,"1,600.00",2025-11-27
"Most Improved Player","6249","Zaccharie","Risacher","Zaccharie Risacher","ATL","https://content.rotowire.com/images/teamlogo/basketball/100ATL.png?v=7","/betting/nba/player/zaccharie-risacher-odds-6249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8000","0.0",80,"1.0","1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","8000","0.0",80,NA,"1,600.00",2025-11-27
"Most Improved Player","6240","Alex","Sarr","Alex Sarr","WAS","https://content.rotowire.com/images/teamlogo/basketball/100WAS.png?v=7","/betting/nba/player/alex-sarr-odds-6240","8000","0.0",80,"0.8","1,600.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"7500","0.0",75,"1.0","1,500.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"6600","0.0",66,"1.2","1,320.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"caesars","8000","0.0",80,NA,"1,600.00",2025-11-27
"Most Improved Player","4454","Grayson","Allen","Grayson Allen","PHX","https://content.rotowire.com/images/teamlogo/basketball/100PHX.png?v=7","/betting/nba/player/grayson-allen-odds-4454",NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","5938","Matas","Buzelis","Matas Buzelis","CHI","https://content.rotowire.com/images/teamlogo/basketball/100CHI.png?v=7","/betting/nba/player/matas-buzelis-odds-5938","10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"6000","0.0",60,"1.2","1,200.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"6600","0.0",66,"1.2","1,320.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","6250","Stephon","Castle","Stephon Castle","SAS","https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=7","/betting/nba/player/stephon-castle-odds-6250","8500","0.0",85,"0.8","1,700.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"6600","0.0",66,"1.2","1,320.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","5336","Cade","Cunningham","Cade Cunningham","DET","https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7","/betting/nba/player/cade-cunningham-odds-5336",NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","5423","Luka","Garza","Luka Garza","BOS","https://content.rotowire.com/images/teamlogo/basketball/100BOS.png?v=7","/betting/nba/player/luka-garza-odds-5423",NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","5697","Chet","Holmgren","Chet Holmgren","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7","/betting/nba/player/chet-holmgren-odds-5697","10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"6600","0.0",66,"1.2","1,320.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","5254","Sam","Merrill","Sam Merrill","CLE","https://content.rotowire.com/images/teamlogo/basketball/100CLE.png?v=7","/betting/nba/player/sam-merrill-odds-5254","10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","4375","Michael","Porter","Michael Porter","BKN","https://content.rotowire.com/images/teamlogo/basketball/100BKN.png?v=7","/betting/nba/player/michael-porter-odds-4375","8500","0.0",85,"0.8","1,700.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"7500","0.0",75,"1.0","1,500.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"8000","0.0",80,"1.0","1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","5932","Ausar","Thompson","Ausar Thompson","DET","https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7","/betting/nba/player/ausar-thompson-odds-5932","10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"6000","0.0",60,"1.2","1,200.00",NA,NA,NA,"5000","0.0",50,"1.6","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","5809","Victor","Wembanyama","Victor Wembanyama","SAS","https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=7","/betting/nba/player/victor-wembanyama-odds-5809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","5412","Aaron","Wiggins","Aaron Wiggins","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7","/betting/nba/player/aaron-wiggins-odds-5412","10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-27
"Most Improved Player","5708","Moussa","Diabate","Moussa Diabate","CHA","https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=7","/betting/nba/player/moussa-diabate-odds-5708",NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","15000","0.0",150,NA,"3,000.00",2025-11-27
"Most Improved Player","5640","Nikola","Jovic","Nikola Jovic","MIA","https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7","/betting/nba/player/nikola-jovic-odds-5640","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"caesars","15000","0.0",150,NA,"3,000.00",2025-11-27
"Most Improved Player","5694","Jake","LaRavia","Jake LaRavia","LAL","https://content.rotowire.com/images/teamlogo/basketball/100LAL.png?v=7","/betting/nba/player/jake-laravia-odds-5694",NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","15000","0.0",150,NA,"3,000.00",2025-11-27
"Most Improved Player","5341","Sandro","Mamukelashvili","Sandro Mamukelashvili","TOR","https://content.rotowire.com/images/teamlogo/basketball/100TOR.png?v=7","/betting/nba/player/sandro-mamukelashvili-odds-5341",NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","15000","0.0",150,NA,"3,000.00",2025-11-27
"Most Improved Player","5158","Tyrese","Maxey","Tyrese Maxey","PHI","https://content.rotowire.com/images/teamlogo/basketball/100PHI.png?v=7","/betting/nba/player/tyrese-maxey-odds-5158",NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","15000","0.0",150,NA,"3,000.00",2025-11-27
"Most Improved Player","6266","Jared","McCain","Jared McCain","PHI","https://content.rotowire.com/images/teamlogo/basketball/100PHI.png?v=7","/betting/nba/player/jared-mccain-odds-6266","10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","15000","0.0",150,NA,"3,000.00",2025-11-27
"Most Improved Player","3760","T.J.","McConnell","T.J. McConnell","IND","https://content.rotowire.com/images/teamlogo/basketball/100IND.png?v=7","/betting/nba/player/tj-mcconnell-odds-3760","15000","0.0",150,"0.4","3,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","15000","0.0",150,NA,"3,000.00",2025-11-27
"Most Improved Player","5221","Jaden","McDaniels","Jaden McDaniels","MIN","https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=7","/betting/nba/player/jaden-mcdaniels-odds-5221","10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","15000","0.0",150,NA,"3,000.00",2025-11-27
"Most Improved Player","5131","Payton","Pritchard","Payton Pritchard","BOS","https://content.rotowire.com/images/teamlogo/basketball/100BOS.png?v=7","/betting/nba/player/payton-pritchard-odds-5131","10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"12500","0.0",125,"0.6","2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","15000","0.0",150,NA,"3,000.00",2025-11-27
"Most Improved Player","5404","Alperen","Sengun","Alperen Sengun","HOU","https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7","/betting/nba/player/alperen-sengun-odds-5404","8000","0.0",80,"0.8","1,600.00",NA,NA,NA,"6000","0.0",60,"1.2","1,200.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"8000","0.0",80,"1.0","1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","15000","0.0",150,NA,"3,000.00",2025-11-27
